datetime,amount,description
5/1/23 0:00,-21.76,ACH DEBIT PAYMENT PROCESSOR PAYABLES EASTWOOD POINT NETWORKS CORP 4LQ852HB 4
3/22/23 0:00,-21.76,INCOMING WIRE GOLDLEAF CROSSING PROPERTIES LLC MUCX4W
2/1/24 0:00,-21.76,ACH DEBIT PAYMENT PROCESSOR PAYABLES OAKRIDGE DIGITAL LP OSR6HEQMYHOE 2
7/13/23 0:00,-21.76,ACH DEBIT TAX AUTHORITY PAYMENT 5MPA5DETN0NSUFAS
3/20/23 0:00,-21.76,ACH DEBIT  TAX AUTHORITY PAYMENT 0KB09VR 9
10/3/23 0:00,-21.76,"ACH CREDIT ACCOUNTING APP NET5D5K4 DEPOSIT RIDGELAND GROVE PLC, L DO3W9NWAR57555I"
3/31/23 0:00,-21.76,ACH DEBIT CARD PROCESSOR ACH PMT CRESCENT RIDGE VALLEY LP 8SVXT1J51QP7
6/29/23 0:00,-21.62,ACH DEBIT CARD PROCESSOR ACH PMT TIMBERLINE CROSSING LTD 4228VX7JP
10/28/22 0:00,-21.61,ACH DEBIT PAYMENT PROCESSOR PAYABLES LAKECREST HOLLOW ADVISORS LTD J6HIOH
2/21/24 0:00,-21.53,ACH DEBIT PAYMENT PROCESSOR PAYABLES MERIDIAN STRATEGY LTD 6HO4WA
5/2/23 0:00,-21.51,ACH DEBIT PAYMENT PROCESSOR PAYABLES HARBORPOINT EDGE CO PK9WAIR8837RWKHA 5
10/16/22 0:00,-21.51,ACH DEBIT PAYMENT PROCESSOR PAYABLES BROOKFIELD BLOOM PLC GQ5E1FGOJC4JIOQN
9/24/22 0:00,-21.51,INCOMING WIRE TIMBERLINE SECURITY LP 781RAV
4/2/23 0:00,-21.51,ACH DEBIT PAYMENT PROCESSOR PAYABLES SUMMIT MERIDIAN INDUSTRIES LP 7JD2IW9LTS
4/30/23 0:00,-21.51,ACH DEBIT PAYMENT PROCESSOR PAYABLES PRAIRIE CANYON INC AA1QGNUEDHZY6OU
5/1/23 0:00,-21.39,ACH DEBIT PAYMENT PROCESSOR PAYABLES SUNRIDGE PROJECTS INC VHSQ3S80V6A9B5
3/12/24 0:00,-21.38,ACH DEBIT PAYMENT  PROCESSOR PAYABLES PINECREST HARBOR CORP DK3X9C2NN86DOH1X1
3/13/24 0:00,-21.38,ACH DEBIT PAYMENT PROCESSOR PAYABLES NORTHPOINT BAY CO RT6KUJ8TQTX0BJO
10/5/23 0:00,-21.36,ACH DEBIT PAYMENT PROCESSOR PAYABLES BAYVIEW NETWORKS PLC JB5CBD7WEC3I4T
10/15/23 0:00,-21.2,INCOMING WIRE ASHGROVE GROVE LP 1ILA0NCLS
4/23/23 0:00,-21.12,ZELLE DEBIT PAYMENT TO: N. KIM . ID: IM3VJJ
8/30/23 0:00,-21,ACH DEBIT PAYMENT PROCESSOR PAYABLES OAKRIDGE POINT PLC NKM0RQSEY 3
1/8/24 0:00,-21,ACH DEBIT TAX AUTHORITY PAYMENT YY9PR6RRYKLIL
10/11/23 0:00,-20.99,ACH DEBIT CARD PROCESSOR ACH PMT WESTHAVEN VENTURES LLC YXYBU2RU
10/18/23 0:00,-20.79,ACH DEBIT TAX AUTHORITY PAYMENT GPNUUUBJN
9/14/22 0:00,-20.76,ACH DEBIT TAX AUTHORITY PAYMENT M80D9RB03FV66M6
3/29/24 0:00,-20.69,"ACH CREDIT ACCOUNTING APP XO007DGX0J DEPOSIT WESTHAVEN SPRINGS LP, L D9NW9VTP0K3QFE"
9/22/23 0:00,-20.69,ACH DEBIT PAYMENT PROCESSOR PAYABLES LAKECREST RIDGE CORP LZEV0DCSIOQMOZ 7
6/6/23 0:00,-20.69,ACH DEBIT PAYMENT PROCESSOR PAYABLES CLIFFSIDE SHORE CORP N9P790MPVU 4
1/6/24 0:00,-20.69,INCOMING WIRE CEDARBROOK CROSSING GROUP CORP NKDWX8VR5OW4M
4/15/23 0:00,-20.63,INCOMING WIRE STONECREST BROOK INC 24AN2URAB
9/29/22 0:00,-20.55,INTERNET TRANSFER TO DDA# 20351937029 ON25 AT 04.42
3/14/24 0:00,-20.52,"ACH CREDIT ACCOUNTING APP SD8CYBLN24LO5G DEPOSIT ""STONEWELL PARK INC"", L RI0M5UJGG"
3/16/24 0:00,-20.52,ACH DEBIT PAYMENT PROCESSOR PAYABLES SPRINGLINE HEIGHTS LP 24WG0H0
5/8/23 0:00,-20.52,ACH DEBIT CARD PROCESSOR ACH PMT OAKRIDGE SHORE CAPITAL CORP D1A7HSPNQA
4/24/23 0:00,-20.52,ACH DEBIT PAYMENT PROCESSOR PAYABLES CEDAR RIDGE CONSULTING LLC ZIMH8Z
6/7/22 0:00,-20.51,ACH DEBIT CARD PROCESSOR ACH PMT BAYVIEW EDGE CAPITAL INC PZF203PESL7X 2
8/16/22 0:00,-20.51,INTERNET TRANSFER TO DDA# 20758275971 ON31 AT 08.06
6/1/22 0:00,-20.51,ZELLE DEBIT PAYMENT TO: Q. COLLINS . ID: OU3H6RFYG6MIDOJ 96
4/20/23 0:00,-20.51,ACH DEBIT PAYMENT PROCESSOR PAYABLES OAKRIDGE LABS LP RML88SN6B1IX38
10/4/22 0:00,-20.5,ACH DEBIT TAX AUTHORITY PAYMENT XF56C0QZZ1LYD 1
9/14/22 0:00,-20.5,ACH DEBIT PAYMENT PROCESSOR PAYABLES SUMMIT ATLAS LP 68CO01 8
2/3/24 0:00,-20.47,MOBILE DEPOSIT 4J38R
11/14/23 0:00,-20.17,ZELLE DEBIT PAYMENT TO: J. MORRIS . ID: VU9I1DH7 7
11/5/23 0:00,-20.16,ZELLE DEBIT PAYMENT TO: E. COLLINS . ID: YUAWA8D8B4ZQWU
8/12/23 0:00,-20.13,ACH DEBIT TAX AUTHORITY PAYMENT JVFQJFLGLB62LORD
9/13/23 0:00,-20.13,INTERNET TRANSFER TO DDA# 20499246524 ON04 AT 04.05
2/4/24 0:00,-20.1,INSTANT TRANSFER TO DDA# 20775187404 ON24 AT 04.42
5/21/23 0:00,-20.09,INSTANT TRANSFER TO DDA# 20897236978 ON31 AT 05.23
5/25/23 0:00,-20.09,ACH DEBIT CARD PROCESSOR ACH PMT BROOKFIELD ATLAS INC A6YPQTLV
5/10/23 0:00,-20.09,ACH DEBIT PAYMENT PROCESSOR PAYABLES BAYVIEW VENTURES CO REK885OD6UK
6/7/23 0:00,-20.09,"ACH CREDIT ACCOUNTING APP LZM4CTXO027PG1P 1 DEPOSIT MEADOWLARK SANDS ANALYTICS CO, L W0EBLY6NQNUCS"
3/5/24 0:00,-20,ZELLE DEBIT PAYMENT TO: I. EVANS . ID: VUIAAYOFC 8
3/29/24 0:00,-20,ACH DEBIT CARD PROCESSOR ACH PMT NORTHLAKE LOGISTICS LLC 5TYNT1W0SMPD
3/30/24 0:00,-20,INSTANT TRANSFER TO DDA# 20420214124 ON09 AT 07.52
1/9/24 0:00,-20,ACH DEBIT PAYMENT PROCESSOR PAYABLES GREENLINE CONSULTING CORP IDRE22 8
7/25/23 0:00,-20,ZELLE DEBIT PAYMENT TO: R.  PHILLIPS . ID: BAEPZH20
6/21/23 0:00,-20,ZELLE DEBIT PAYMENT TO: G. PORTER . ID: 3SRPAYJ35LA6
7/1/23 0:00,-20,ACH DEBIT PAYMENT PROCESSOR PAYABLES WINDWARD POINTE LTD I0U4LE 2
5/30/23 0:00,-20,ZELLE DEBIT PAYMENT TO: F. SCOTT . ID: J30OHGDGEARO4
11/14/23 0:00,-20,INTERNET TRANSFER TO DDA# 20933800864  ON11 AT 11.47
6/27/23 0:00,-20,ACH DEBIT PAYMENT PROCESSOR PAYABLES WILLOWBEND FIELD CORP QO3UTJW 9
8/22/23 0:00,-20,ACH DEBIT TAX AUTHORITY PAYMENT C7VEI9NGP3NR 7
10/17/23 0:00,-20,"ACH CREDIT ACCOUNTING APP OA921ER9NG63RQK DEPOSIT BAYVIEW PARTNERS PLC, L VFSM88MYMZVQIZ77"
4/24/23 0:00,-20,ACH DEBIT TAX AUTHORITY PAYMENT CEW2MGBBP
9/25/22 0:00,-20,ACH DEBIT TAX AUTHORITY PAYMENT CIS85FL23Y6PTHLT
2/6/24 0:00,-20,INTERNET TRANSFER TO DDA# 20398378028 ON14 AT 06.54
9/19/23 0:00,-20,ACH DEBIT PAYMENT PROCESSOR PAYABLES COPPERFIELD EDGE PROPERTIES LP RVDE6OF
8/3/23 0:00,-20,ATM WITHDRAWAL #7219 420 STONEGATE DR SUITE 10 RIVERTON OR TERMINAL TB12
8/9/23 0:00,-20,ACH DEBIT PAYMENT PROCESSOR PAYABLES SEAVIEW HARBOR LTD GMY9PSGI
12/12/23 0:00,-20,INTERNET TRANSFER TO DDA# 20616414001 ON09 AT 21.56
3/9/23 0:00,-20,ACH DEBIT PAYMENT PROCESSOR PAYABLES STONEGATE SPRINGS LTD 59WRK2V5O 6
10/29/23 0:00,-19.99,"ACH CREDIT ACCOUNTING APP 0WZY34X DEPOSIT STONECREST CROSSING LLC, L EPZIHZF73DVQHAI"
4/18/23 0:00,-19.99,"ACH DEBIT PAYMENT PROCESSOR PAYABLES ""WINDWARD SECURITY LLC"" YHRY5PNVXA6UG"
2/19/24 0:00,-19.93,INTERNET TRANSFER TO DDA# 20087057871 ON29 AT 18.20
2/20/24 0:00,-19.93,ACH DEBIT CARD PROCESSOR  ACH PMT GREENLINE VALLEY CORP GYKRJU2530
3/21/23 0:00,-19.68,ACH DEBIT CARD PROCESSOR ACH PMT GOLDLEAF BLOOM CO ZS380A4FUF1QTE
12/16/23 0:00,-19.68,ZELLE DEBIT PAYMENT TO: P. MORGAN . ID: R71SXQQE6X8T5SQ
12/10/23 0:00,-19.65,ACH DEBIT PAYMENT PROCESSOR PAYABLES RIVERBEND ATLAS CORP XWDTTBQ5SY 2
2/1/24 0:00,-19.65,INCOMING WIRE MEADOWLARK FIELD INDUSTRIES PLC 7L8O8W
1/23/24 0:00,-19.65,ACH DEBIT TAX AUTHORITY PAYMENT YA1GGRFG6FTZ6G 6
2/6/24 0:00,-19.65,ACH DEBIT CARD PROCESSOR ACH PMT BAYVIEW CAPITAL INC UDBD0MZVU6OZD
9/12/23 0:00,-19.65,ACH DEBIT CARD PROCESSOR ACH PMT EASTWOOD MERIDIAN SERVICES CORP LG5WEMFOZA
1/9/24 0:00,-19.65,ACH DEBIT TAX AUTHORITY PAYMENT 6TI8MTLZ2ZHCY 3
10/26/23 0:00,-19.65,"ACH CREDIT ACCOUNTING APP BW5DMY3IR0Y DEPOSIT ATLAS HOLLOW CORP, L SAOH9LE0WDYXMC5"
2/7/24 0:00,-19.65,INTERNET TRANSFER TO DDA# 20667611009 ON31 AT 03.40
2/2/24 0:00,-19.65,ACH DEBIT PAYMENT PROCESSOR PAYABLES SILVERLINE MERIDIAN PLC 6R5C1SCMU2RTFVR
3/12/24 0:00,-19.62,INTERNET TRANSFER TO DDA# 20180730651 ON04 AT 05.32
3/13/24 0:00,-19.62,ZELLE DEBIT PAYMENT TO: L. ROBERTS . ID: BX4TVPFJTBT1
6/9/23 0:00,-19.62,ACH DEBIT PAYMENT PROCESSOR PAYABLES LAKECREST HOLLOW LTD TRV569SVNCLM79C
12/10/23 0:00,-19.62,ACH DEBIT PAYMENT PROCESSOR PAYABLES EASTWOOD MEADOW SYSTEMS LLC 58AE3DSJ1 8
6/23/23 0:00,-19.58,ACH DEBIT TAX AUTHORITY PAYMENT B98R6YSHT 99
10/11/22 0:00,-19.55,ATM WITHDRAWAL #4399 909 RIVER ST NORTH TOWN IL TERMINAL TZ31
3/24/23 0:00,-19.51,ACH DEBIT PAYMENT PROCESSOR PAYABLES RIDGEVIEW LEDGER GROUP LLC IJZ2OGGJOPZQZHD
9/7/22 0:00,-19.51,"ZELLE DEBIT PAYMENT TO: ""M. PATEL"" . ID: U1W1T9UF2FWTRS"
8/24/22 0:00,-19.51,ZELLE DEBIT PAYMENT TO: P. TURNER . ID: 18FI0KSG2VU3FJ5
7/21/22 0:00,-19.51,ACH DEBIT CARD PROCESSOR ACH PMT SPRINGLINE SHORE LTD IGCV95Z5DINC4 8
7/28/22 0:00,-19.51,INTERNET TRANSFER TO DDA# 20334149582 ON22 AT 06.40
1/20/23 0:00,-19.51,ACH DEBIT TAX AUTHORITY PAYMENT QOC8KVZ
1/17/23 0:00,-19.51,ACH DEBIT CARD PROCESSOR ACH PMT REDWOOD RESOURCES CO VRDS6V
3/19/23 0:00,-19.51,INTERNET TRANSFER TO DDA# 20547917925 ON06 AT 16.42
4/10/23 0:00,-19.43,ACH DEBIT CARD PROCESSOR  ACH PMT SOUTHPORT ATLAS INC N90ITUTJLNX
9/25/23 0:00,-19.26,ACH DEBIT PAYMENT PROCESSOR PAYABLES MERIDIAN CROSSING LTD CG02HWB
5/19/23 0:00,-19.26,ACH DEBIT PAYMENT PROCESSOR PAYABLES MEADOWLARK PARTNERS INC 91DWER1
5/21/23 0:00,-19.26,"ACH CREDIT ACCOUNTING APP 2JB5GXT DEPOSIT PINECREST MERIDIAN INC, L SFE8RA1QC"
5/6/23 0:00,-19.26,ACH DEBIT PAYMENT PROCESSOR PAYABLES COPPERFIELD PARTNERS LLC UT58YA2CGE59V01T
3/2/24 0:00,-19.25,ACH DEBIT PAYMENT PROCESSOR PAYABLES HILLSIDE  SANDS PLC NP9870J9CI
3/3/24 0:00,-19.25,"""ACH DEBIT TAX AUTHORITY PAYMENT VKNEE3TC00URHF 9"""
6/18/23 0:00,-19.18,INTERNET TRANSFER TO DDA# 20242295212 ON22 AT 09.01
6/17/23 0:00,-19.18,INTERNET TRANSFER TO DDA# 20343382691 ON20 AT 02.33
6/4/22 0:00,-19,"ACH CREDIT ACCOUNTING APP AXLYV1KVD95PBZ0J DEPOSIT HILLSIDE VISTA PLC, L 0Y1P1CIDHRL"
5/8/23 0:00,-19,"ACH CREDIT ACCOUNTING APP LZM4CTXO027PG1P 1 DEPOSIT MEADOWLARK SANDS ANALYTICS CO, L W0EBLY6NQNUCS"
5/9/23 0:00,-19,INTERNET TRANSFER TO DDA# 20453638246 ON17 AT 12.40
4/16/23 0:00,-19,ZELLE DEBIT PAYMENT TO: D. JOHNSON .  ID: D8WGUU6EFUZADM6
3/12/24 0:00,-18.99,"ACH CREDIT ACCOUNTING APP ASLMFBMCLTK3 4 DEPOSIT HILLSIDE MERIDIAN SECURITY INC, L 2JAWXZ48JED9LTFZ"
3/13/24 0:00,-18.99,"ACH CREDIT ACCOUNTING APP 1ZT5L8UEQ DEPOSIT ""STONEWELL OPERATIONS CO"", L KU2VLZYU5WZS1A57"
7/21/22 0:00,-18.96,INSTANT TRANSFER TO DDA# 20553862090 ON09 AT 07.10
4/11/23 0:00,-18.91,"ACH CREDIT ACCOUNTING APP FU7GSCG DEPOSIT ""CEDAR RIDGE SPRINGS CORP"", L WPN4HW45XM8N0N6"
3/26/23 0:00,-18.84,"""ACH DEBIT TAX AUTHORITY PAYMENT 41QU8VCC"""
5/1/23 0:00,-18.84,ACH DEBIT CARD PROCESSOR ACH PMT ROCKBRIDGE SPRINGS INC A1ICKCCSCDP9
3/5/24 0:00,-18.8,"ACH CREDIT ACCOUNTING APP MSJX6Z9 7 DEPOSIT LAKECREST RESOURCES PLC, L 3OECD972V9"
3/7/24 0:00,-18.8,ACH DEBIT CARD PROCESSOR ACH PMT PARKSTONE RESOURCES CORP XPG57TBSGM
2/25/24 0:00,-18.78,ZELLE DEBIT PAYMENT TO: R.  PHILLIPS . ID: BAEPZH20
2/25/24 0:00,-18.78,ACH DEBIT PAYMENT PROCESSOR PAYABLES HARBORVIEW SHORE STRATEGY CORP 0U1HPP8OWFS
5/19/23 0:00,-18.78,ACH DEBIT PAYMENT PROCESSOR PAYABLES EMBERLINE SYSTEMS CORP TFAOTD7C
4/16/23 0:00,-18.61,ACH DEBIT CARD PROCESSOR ACH PMT MAPLECREST LOGISTICS CORP MNMU2CH5ZP 6
6/13/23 0:00,-18.51,ZELLE DEBIT PAYMENT TO: A. GARCIA . ID: CHFROLD4JGJQ
9/17/22 0:00,-18.51,INSTANT TRANSFER TO DDA# 20729258861 ON11 AT 06.39
11/15/23 0:00,-18.51,ZELLE DEBIT PAYMENT TO: K. YOUNG . ID: DZBQS6UE0T3B038Z 7
3/1/23 0:00,-18.51,ACH DEBIT PAYMENT PROCESSOR PAYABLES PARKSTONE RIDGE RESOURCES PLC 5A5S8ECCXIJ
3/2/24 0:00,-18.48,ACH DEBIT PAYMENT PROCESSOR PAYABLES HIGHLAND MEADOW SECURITY LP MGSLV67BKY 3 
2/6/23 0:00,-18.48,ACH DEBIT PAYMENT PROCESSOR PAYABLES RIVERTON VENTURES LLC X6ZN61K6L9
12/18/22 0:00,-18.36,ACH  DEBIT PAYMENT PROCESSOR PAYABLES EASTGATE VALLEY ANALYTICS CORP YJS7TL 7
10/13/22 0:00,-18.35,MOBILE DEPOSIT Q35W
5/23/23 0:00,-18.12,ACH DEBIT PAYMENT PROCESSOR PAYABLES AMBERWOOD CREEK CO WYRG04HGYDLT4R 6
1/26/24 0:00,-18.12,INTERNET TRANSFER TO DDA# 20638397198 ON05 AT 08.41
3/21/23 0:00,-18,ACH DEBIT CARD PROCESSOR ACH PMT RIVERSIDE HOLLOW LABS INC C1XYXXPNVT3YYJM 9
12/10/23 0:00,-18,INTERNET TRANSFER TO DDA# 20031583669 ON24 AT 01.41
6/10/22 0:00,-18,ACH DEBIT CARD PROCESSOR ACH PMT COPPERFIELD MEADOW CO 32JJS9MQ49A603U 2
2/3/24 0:00,-17.96,INCOMING WIRE LAKECREST GROVE CORP R6Z4SBGV
2/3/24 0:00,-17.96,ACH DEBIT PAYMENT PROCESSOR PAYABLES WESTGATE POINT LP Q9N4CT 6
9/10/22 0:00,-17.76,ACH DEBIT PAYMENT PROCESSOR PAYABLES PARKSTONE HORIZON ADVISORS LTD BTT7CV8MFRFMJ
9/24/22 0:00,-17.76,ACH DEBIT TAX AUTHORITY PAYMENT 81AK9L 6
1/5/24 0:00,-17.64,ACH DEBIT PAYMENT PROCESSOR PAYABLES EMBERLINE SUMMIT INC WJ9MFXH95B647GR
3/21/23 0:00,-17.63,INCOMING WIRE SEAVIEW POINT LP YHN10DAC9O55
9/15/22 0:00,-17.51,ACH DEBIT TAX AUTHORITY PAYMENT 9I1EH0J30P
10/2/22 0:00,-17.5,ATM WITHDRAWAL #6485 89 LEDGER BLVD RIVERBEND FL TERMINAL TN88
12/4/22 0:00,-17.5,INTERNET TRANSFER TO DDA# 20317051375 ON25 AT 10.26
4/5/23 0:00,-17.5,"ZELLE DEBIT PAYMENT TO: ""O. ADAMS"" . ID: Y4KKVKRQNCQO0"
3/17/23 0:00,-17.5,ACH DEBIT TAX AUTHORITY PAYMENT M6J4ELH3LRM
3/5/23 0:00,-17.5,"ACH CREDIT ACCOUNTING APP L6ECA7H3SFE3 8 DEPOSIT LAKECREST DATA INC, L W20JOM"
1/18/23 0:00,-17.5,ZELLE DEBIT PAYMENT TO: C. STEWART . ID: 10SNUARB3TFRV
10/1/22 0:00,-17.5,INCOMING WIRE MEADOWRIDGE GROVE LLC V0YGS83
5/5/23 0:00,-17.5,ACH DEBIT TAX AUTHORITY PAYMENT 6IC3HZ0EQE
2/18/24 0:00,-17.44,ACH DEBIT PAYMENT PROCESSOR PAYABLES PARKSTONE SUMMIT PLC 4OEK9AFSKA1O
2/19/24 0:00,-17.44,"""ACH DEBIT TAX AUTHORITY PAYMENT 7SR4H7M"""
10/4/23 0:00,-17.42,ACH DEBIT PAYMENT PROCESSOR PAYABLES EMBERLINE ANALYTICS LP L4UIXCGRG
9/12/23 0:00,-17.42,ACH DEBIT PAYMENT PROCESSOR PAYABLES COBALT RIDGE BRIDGE CO 0WKIIJIGBP7SIHS 1
9/14/23 0:00,-17.42,INTERNET TRANSFER TO DDA# 20426706712 ON03 AT 03.24
5/24/23 0:00,-17.4,ACH DEBIT PAYMENT PROCESSOR PAYABLES STONEWELL STRATEGY CORP 9XNMKM1CE
4/29/23 0:00,-17.4,INCOMING WIRE LEDGER VISTA CONSULTING LLC JV8R244MB4YVZ
5/8/23 0:00,-17.4,ACH DEBIT PAYMENT PROCESSOR PAYABLES LAKECREST POINTE VENTURES LLC PBZXG5
4/29/23 0:00,-17.4,ACH DEBIT PAYMENT PROCESSOR PAYABLES CROWNWELL BRIDGE INC NTA91WRSRV
6/1/23 0:00,-17.4,ACH DEBIT PAYMENT PROCESSOR PAYABLES AUTUMN RIDGE MEADOW CORP LZACVQTI4M 8
4/25/23 0:00,-17.4,ACH DEBIT TAX AUTHORITY PAYMENT LE27VX91 3
12/11/22 0:00,-17.34,"ACH CREDIT ACCOUNTING APP YJ3H3IKNESKJ6G DEPOSIT CRESCENT RIDGE ADVISORS PLC, L NKQQ5CN96Y0PD"
6/8/23 0:00,-17.25,ACH DEBIT CARD PROCESSOR ACH PMT SILVERPOINT MERIDIAN LLC 8W6MG6X
5/5/23 0:00,-17.25,ACH DEBIT PAYMENT PROCESSOR PAYABLES CLEARWATER LOGISTICS CO 92OC5ZCH 9
12/9/23 0:00,-17.16,"""ACH DEBIT TAX AUTHORITY PAYMENT AVFDQOE6BB"""
3/19/23 0:00,-17.15,ACH DEBIT PAYMENT PROCESSOR PAYABLES CEDAR RIDGE LEDGER INC TPT4IQ518
10/28/22 0:00,-17.09,"ACH DEBIT PAYMENT PROCESSOR PAYABLES ""RIVERBEND SOLUTIONS CO"" NGEXME1XKTT17 4"
2/28/24 0:00,-17,ACH DEBIT PAYMENT PROCESSOR PAYABLES SAGE VALLEY HORIZON CO H997F2AQH2BHW
2/28/24 0:00,-17,ACH DEBIT PAYMENT PROCESSOR PAYABLES RIDGELAND HOLDINGS CO 4VN94PAHQ3Y
3/27/24 0:00,-17,ACH DEBIT PAYMENT PROCESSOR PAYABLES CLEARWATER FIELD LTD FGS7KTNJJ4NU2V
3/27/24 0:00,-17,ACH DEBIT PAYMENT PROCESSOR PAYABLES EASTGATE RIDGE PARTNERS CO 9CNLM1HZWOX4CNQ 6
3/7/23 0:00,-17,INTERNET TRANSFER TO DDA# 20374559632 ON17 AT 18.10
1/31/24 0:00,-17,ACH DEBIT PAYMENT PROCESSOR PAYABLES STONECREST CREEK INDUSTRIES CORP P51PTW
11/8/23 0:00,-17,INTERNET TRANSFER TO  DDA# 20835994608 ON05 AT 11.48
1/3/24 0:00,-17,INCOMING WIRE OAKRIDGE GROVE LABS INC BU95XWMVBO6AEKOO
6/21/23 0:00,-17,INTERNET TRANSFER TO DDA# 20915802709 ON12 AT 01.30
5/2/23 0:00,-17,INTERNET TRANSFER TO DDA# 20642650606 ON07 AT 14.35
8/16/23 0:00,-17,ACH DEBIT TAX AUTHORITY  PAYMENT WBXE7PEUEGEJF 4
9/13/23 0:00,-17,ACH DEBIT PAYMENT PROCESSOR PAYABLES RIDGEVIEW HEIGHTS INC I34F2NE
7/19/23 0:00,-17,INCOMING WIRE OAKRIDGE SHORE CAPITAL CORP SNRRRJ0PJNBOF
4/4/23 0:00,-17,ACH DEBIT CARD PROCESSOR ACH PMT PINECREST PROJECTS LLC AMOCZ85K465DC5 7
10/11/23 0:00,-17,ACH DEBIT CARD PROCESSOR ACH PMT SPRINGLINE POINT LLC 4A2VXE3MZC
12/6/23 0:00,-17,ACH DEBIT PAYMENT PROCESSOR PAYABLES LONEPINE BROOK INDUSTRIES LLC Y08MK154WXE6F1RH
4/6/23 0:00,-16.88,INSTANT TRANSFER TO DDA# 20067721002 ON07 AT 21.50
8/9/23 0:00,-16.88,ACH DEBIT TAX AUTHORITY PAYMENT GKLYX5EKQGQL 5 
11/13/23 0:00,-16.87,ACH DEBIT PAYMENT PROCESSOR PAYABLES RIDGEVIEW NETWORKS LTD 7VSYN37MI59M 9
2/20/23 0:00,-16.86,INTERNET TRANSFER TO DDA# 20887002998 ON10 AT 17.08
2/26/24 0:00,-16.85,ACH DEBIT PAYMENT PROCESSOR PAYABLES CLEARWATER SANDS  STRATEGY LP 1OP4K25
2/27/24 0:00,-16.85,ACH DEBIT TAX AUTHORITY PAYMENT DNQ2PFZ
5/24/23 0:00,-16.79,INTERNET TRANSFER TO DDA# 20603185144 ON18 AT 11.06
2/20/23 0:00,-16.67,INCOMING WIRE FAIRVIEW HARBOR CO HQGE5NJVE
4/22/23 0:00,-16.65,ACH DEBIT PAYMENT PROCESSOR PAYABLES ATLAS CROSSING CO 3HN87POSJUC7I1Y 7
7/27/22 0:00,-16.6,INCOMING WIRE GRANITE PEAK MERIDIAN CO WQ547NIFE
6/8/22 0:00,-16.56,INTERNET TRANSFER TO DDA# 20301309706 ON28 AT 21.00
6/13/22 0:00,-16.51,"ACH DEBIT CARD PROCESSOR ACH PMT ""EMBERLINE PARK CORP"" K36YS68QDTO6UMY3 2"
3/5/24 0:00,-16.32,ZELLE DEBIT PAYMENT TO: F. MARTINEZ . ID: P4C13K2HYDRE6C4L
3/3/24 0:00,-16.32,"ACH CREDIT ACCOUNTING APP 0CGSQ6NDJLFADIC0 DEPOSIT MEADOWRIDGE CROSSING CORP, L IA7EXX3QKQ"
12/5/23 0:00,-16.32,ACH DEBIT PAYMENT PROCESSOR PAYABLES GOLDLEAF BROOK LP MFE0A3ZX
9/6/23 0:00,-16.32,"ACH CREDIT ACCOUNTING APP RLKIYF6Z 5 DEPOSIT MEADOWRIDGE MEADOW LP, L AFSVQHCYLI9N"
2/7/24 0:00,-16.32,"ACH DEBIT PAYMENT PROCESSOR PAYABLES ""SILVERLINE BROOK GROUP CORP"" KQ8YA57C1598"
8/4/23 0:00,-16.32,"ACH CREDIT ACCOUNTING APP LEFTWHHL5I2QOM DEPOSIT SUMMIT GROUP LP, L LT94D6U6L"
7/18/23 0:00,-16.32,ACH DEBIT CARD PROCESSOR ACH PMT STONEWELL CROSSING LOGISTICS LTD 3L5E9XUAHINK
2/6/24 0:00,-16.32,"ACH CREDIT ACCOUNTING APP KK0JRZB1OVLICB DEPOSIT ""EMBERLINE DATA CORP"", L WRECVL429R6"
1/4/24 0:00,-16.32,ACH DEBIT CARD PROCESSOR ACH PMT REDWOOD RESOURCES CO PZPPLF0CA
3/4/23 0:00,-16.32,INTERNET TRANSFER TO DDA# 20688349772 ON11 AT 06.20
3/18/23 0:00,-16.31,ZELLE DEBIT PAYMENT TO: D. TURNER . ID: PZ84GRNTF0 1
3/14/23 0:00,-16.31,ACH DEBIT PAYMENT PROCESSOR PAYABLES RIVERTON MEADOW LTD 5IT43328KF
3/27/23 0:00,-16.31,ATM WITHDRAWAL #8607 15 CLEARVIEW AVE SOUTH BAY NJ TERMINAL TA07
3/5/24 0:00,-16.15,ACH DEBIT PAYMENT PROCESSOR PAYABLES OAKBRIDGE BRIDGE LLC EHM6KO4K
3/4/24 0:00,-16.15,INCOMING WIRE LONEPINE SHORE SYSTEMS CO HXBISZCU9L
6/16/22 0:00,-16,ACH DEBIT PAYMENT PROCESSOR PAYABLES SUNRIDGE GROVE CORP R0IK659M3 2
8/27/22 0:00,-15.99,ACH DEBIT TAX AUTHORITY PAYMENT RLZZFZN
8/27/22 0:00,-15.99,INCOMING WIRE VALEWOOD CAPITAL LP LGXDYG47BBBF
9/26/22 0:00,-15.96,INTERNET TRANSFER TO DDA# 20250032894 ON09 AT 05.34
9/23/22 0:00,-15.95,ACH DEBIT PAYMENT PROCESSOR PAYABLES SUMMIT MERIDIAN  CORP O9ZIAQ66PPK5XE6
9/9/22 0:00,-15.89,ACH DEBIT TAX AUTHORITY PAYMENT AUT12YIQKB
4/14/23 0:00,-15.79,MOBILE DEPOSIT 2Y1D
10/24/23 0:00,-15.79,ZELLE DEBIT PAYMENT TO: T. MURPHY . ID: BBNORAY2HULPXP7Q 6
